"auto_id","unit","id","DATACLASS","CORTEX","TECHNIQUE","ALTER","EDGEDAMAGE","TYPE","FBSECOND","FBTHIRD","PLATSURF","PLATEXT","FORM","SCARMORPH","RETEDGES","RETINTENSE","REPRISE","LENGTH","WIDTH","MAXWIDTH","THICKNESS","PLATWIDTH","PLATTHICK","MATERIAL","EXTSURFACE","EXTTYPE","WEIGHT","PLATTECH","PLATANG","MULTIPLE","EPA","SHAPE","SUPPORT","SURFPCT","PROXREMOVS","PREPPLATS","FLAKDIRECT","SCARLENGTH","SCARWIDTH"
83,"A1",83,"MEDFLAKE","0%","NORMAL","HEAVY PATINA","EXTERIOR",48,NA,NA,NA,NA,"NORMAL","N/A","1","N/A","NONE",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",6,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"A1",84,"MEDFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"A1",85,"MED TOOL","0%","N/A","HEAVY PATINA","INTERIOR",10,NA,NA,NA,NA,"NORMAL","N/A","1","NORMAL","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",25,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"A1",86,"COREFRAG","0%","NORMAL","HEAVY PATINA","N/A",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,72.73,0,44.55,30.23,0,0,"LOCAL CAMPANIEN","0-10%","N/A",108,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"A1",87,"MEDFLAKE","1-10%","NORMAL","LIGHTPATINA","EXTERIOR",46,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",25,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"A1",88,"COMPFLAKE","1-10%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","SCAR","NORMAL","SUB-RAD",NA,NA,NA,30.79,41.19,54.5,8.72,52.71,10.61,"LOCAL CAMPANIEN","0-10%","CORTEX",14,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"A1",89,"COMPFLAKE","1-10%","NORMAL","DOUBLE PATINA","NONE",NA,NA,NA,"LRG PLAIN","RET S / TALON","NORMAL","RADIAL",NA,NA,NA,31.88,40.91,42.1,15.84,40.69,10.76,"LOCAL CAMPANIEN","0-10%","CORTEX",30,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"A1",90,"CORE","60-90%","N/A","ROLLED/PATINA",NA,NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,49.6,0,45.2,21.2,0,0,"LOCAL CAMPANIEN","60-90%","CORTEX",50,NA,0,"NO",NA,"NORMAL","N/A",100,0,0,"MULTIFACE",0,0
91,"A1",91,"COMPFLAKE","10-40%","NORMAL","HEAVY PATINA","INTERIOR",48,"38",NA,"LRG CORT","NONE","NORMAL","N/A","1","N/A","NONE",77.01,36.19,44.8,6.6,17.56,3.91,"LOCAL CAMPANIEN","10-40%","CORTEX",35,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"A1",92,"COMPTOOL","1-10%","NORMAL","HEAVY PATINA","EXT/INT",43,NA,NA,"LRG PLAIN","NONE","NORMAL","BI-","1","N/A","NONE",67.88,61.09,69.46,15.62,34.03,17.28,"SENTONIEN","0-10%","CORTEX",89,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"A1",93,"COMPFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,46.3,37.8,40.2,8,11.7,4.2,"LOCAL CAMPANIEN","0-10%","N/A",20,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"A1",94,"PROXFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,28.5,12.6,"LOCAL CAMPANIEN","0-10%","N/A",20,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"A1",96,"COMPTOOL","10-40%","NORMAL","LIGHTPATINA","NONE",42,NA,NA,"LRG PLAIN","SCAR","NORMAL","PLAIN","1","N/A","NONE",47.1,56.6,63.3,11.8,21,7.4,"LOCAL CAMPANIEN","10-40%","N/A",42,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"A1",97,"PROXFLAKE","1-10%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","ANGULAR","N/A",NA,NA,NA,0,0,0,0,22.6,7,"LOCAL CAMPANIEN","0-10%","CORTEX",24,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"A1",98,"MEDFLAKE","0%","N/A","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",20,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"A1",99,"PROXFLAKE","60-90%","NORMAL","ROLLED/PATINA","EXT/INT",NA,NA,NA,"LRG CORT","NONE","NORMAL","OTHER",NA,NA,NA,0,0,0,0,18.1,7.5,"LOCAL CAMPANIEN","60-90%","CORTEX",20,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"A1",100,"MEDFLAKE","10-40%","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","UNI-",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",12,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"A1",101,"MEDFLAKE","90-99%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",6,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"A1",102,"PROXFLAKE","10-40%","NORMAL","UNALTERED","INTERIOR",38,NA,NA,"STRT FACET","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,14.8,4.3,"LOCAL CAMPANIEN","10-40%","CORTEX",14,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"A1",103,"SHATTER","1-10%",NA,"LIGHTPATINA","EXTERIOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",29,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"A1",104,"COMPFLAKE","1-10%","NORMAL","LIGHTPATINA","INTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","PLAIN",NA,NA,NA,39.3,33,34,8.7,24.9,9.3,"LOCAL CAMPANIEN","0-10%","CORTEX",14,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"A1",106,"MEDFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",6,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"A1",107,"MED TOOL","40-60%","NORMAL","HEAVY PATINA",NA,9,NA,NA,NA,NA,"NORMAL","N/A","1","NORMAL","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",32,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"A1",108,"DIST TOOL","1-10%","NORMAL","LIGHTPATINA",NA,21,"42",42,NA,NA,"NORMAL","SUB-RAD","3","HEAVY","NONE",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",113,NA,0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"A1",109,"DISTFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",44,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"A1",111,"MEDFLAKE","-1","N/A","ROLLED","EXT/INT",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",26,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"A1",112,"DISTFLAKE","90-99%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"ANGULAR","OTHER",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",30,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"A1",113,"PROXFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",6,"NORMAL",113,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"A1",114,"PROXFLAKE","0%","NORMAL","LIGHTPATINA","EXT/INT",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","PLAIN",NA,NA,NA,0,0,0,0,8,2.4,"LOCAL CAMPANIEN","0-10%","N/A",6,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"A1",115,"MEDFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"NON-LOCAL CAMPANIEN","0-10%","N/A",10,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"A1",116,"COMPFLAKE","90-99%","OTHER","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",12,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"A1",117,"MEDFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",6,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"A1",118,"COMPFLAKE","0%","NORMAL","LIGHTPATINA","EXT/INT",48,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,46.4,31.2,31.4,8.2,9.7,3.8,"LOCAL CAMPANIEN","0-10%","N/A",12,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"A1",119,"COMPFLAKE","0%","BIFRET","UNALTERED","NONE",NA,NA,NA,"MISSING","NONE","NORMAL","SUB-RAD",NA,NA,NA,42.1,20,22.9,5,0,0,"LOCAL CAMPANIEN","0-10%","N/A",6,"BIFACE",0,"NO",48,NA,NA,NA,NA,NA,NA,NA,NA
120,"A1",120,"COMPFLAKE","10-40%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,35.8,33.7,35.9,7.2,10.5,3.3,"LOCAL CAMPANIEN","10-40%","CORTEX",10,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"A1",121,"DIST TOOL","-1","N/A","HEAVY PATINA","NONE",10,NA,NA,NA,NA,"NORMAL","N/A","1","NORMAL","N/A",0,0,0,0,0,0,"COUZE ALLUVIONS","N/A","N/A",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"A1",122,"COREFRAG","-1","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,85.9,0,64.9,30.1,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",198,NA,0,"NO",NA,"NORMAL","ROGNON",0,0,0,"MULTIFACE",0,0
123,"A1",123,"MEDFLAKE","40-60%","N/A","UNALTERED","NONE",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",32,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"A1",124,"DISTFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",18,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"A1",125,"COMPTOOL","10-40%","NORMAL","HEAVY PATINA","NONE",43,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A","1","N/A","NONE",27.6,35.94,39.9,10.59,34.11,10.23,"LOCAL CAMPANIEN","10-40%","CORTEX",18,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"A1",126,"COMPFLAKE","1-10%","OTHER","UNALTERED","EXT/INT",NA,NA,NA,"DIHEDRAL","NONE","NORMAL","RADIAL",NA,NA,NA,36.99,32.98,47.12,14.26,45.75,13.72,"LACUSTRE/CHALCEDONY","0-10%","CORTEX",18,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"A1",127,"COMPFLAKE","1-10%","NORMAL","LIGHTPATINA","INTERIOR",48,NA,NA,"LRG PLAIN","NONE","NORMAL","BI-",NA,NA,NA,29.47,43.7,46.73,15.76,37.18,12.83,"LACUSTRE/CHALCEDONY","0-10%","CORTEX",26,"CLACTONIAN",0,"NO",67,NA,NA,NA,NA,NA,NA,NA,NA
128,"A1",128,"MEDFLAKE","1-10%","NORMAL","HEAVY PATINA","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",14,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"A1",129,"COMPFLAKE","10-40%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"STRT FACET","NONE","NORMAL","N/A",NA,NA,NA,36.98,20.39,25.61,10.46,8.33,4.82,"LOCAL CAMPANIEN","10-40%","CORTEX",12,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"A1",130,"COMPFLAKE","0%","NORMAL","LIGHTPATINA","INTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,40.01,40.9,59.28,11.39,39.31,4.43,"LOCAL CAMPANIEN","0-10%","N/A",19,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"A1",131,"COMPTOOL","60-90%","NORMAL","HEAVY PATINA","EXTERIOR",33,NA,NA,"LRG PLAIN","NONE","ANGULAR","UNI-","N/A","N/A","NONE",51.82,28.64,35.15,18.35,34.05,22.1,"LOCAL CAMPANIEN","60-90%","CORTEX",31,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"A1",132,"MEDFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",6,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"A1",133,"MED TOOL","1-10%","NORMAL","HEAVY PATINA","NONE",62,NA,NA,NA,NA,"NORMAL","BI-","1","NORMAL","NONE",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",60,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"A1",134,"MEDFLAKE","1-10%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","PLAIN",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"A1",135,"COMPFLAKE","0%","NORMAL","LIGHTPATINA","INTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,31.59,22.33,20.85,7.62,18.89,7.67,"LOCAL CAMPANIEN","0-10%","N/A",4,"NORMAL",0,"NO",60,NA,NA,NA,NA,NA,NA,NA,NA
137,"A1",137,"CORE","-1","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,93.17,62.33,70.53,57.48,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",294,NA,0,"NO",NA,"NORMAL","ROGNON",65,4,0,"MULTIFACE",43.54,31.56
138,"A1",138,"COMPFLAKE","40-60%","OTHER","LIGHTPATINA","NONE",NA,NA,NA,"PNCT PLAIN","TRIM","ANGULAR","N/A",NA,NA,NA,46.53,26.61,26.87,16.62,4.4,1.39,"LOCAL CAMPANIEN","40-60%","CORTEX",18,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"A1",139,"MEDFLAKE","90-99%","NORMAL","HEAVY PATINA","EXT/INT",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",22,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"A1",140,"COMPTOOL","90-99%","NORMAL","LIGHTPATINA","INTERIOR",13,NA,NA,"LRG CORT","NONE","NORMAL","PLAIN","2","LIGHT","NONE",56.48,34.68,33.38,7.91,9.43,5.98,"LOCAL CAMPANIEN","90-100%","CORTEX",20,"NORMAL",0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"A1",141,"DIST TOOL","0%","NORMAL","HEAVY PATINA","NONE",10,NA,NA,NA,NA,"NORMAL","SUB-RAD","1","LIGHT","NONE",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",13,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"A1",142,"MEDFLAKE","0%","NORMAL","HEAVY PATINA","EXT/INT",48,NA,NA,NA,NA,"NORMAL","RADIAL","1","N/A","NONE",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",35,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"A1",143,"COMPFLAKE","10-40%","BLADE","UNALTERED","EXTERIOR",48,NA,NA,"DIHEDRAL","NONE","LAME","UNI-",NA,NA,NA,45.29,13.04,14.17,4.67,11.35,3.3,"NON-LOCAL CAMPANIEN","10-40%","CORTEX",4,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"A1",144,"COMPFLAKE","1-10%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,39.88,37.03,40.59,7.47,12.89,4.53,"LOCAL CAMPANIEN","0-10%","CORTEX",12,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"A1",145,"COMPTOOL","1-10%","NORMAL","LIGHTPATINA","EXT/INT",43,NA,NA,"LRG CORT","NONE","NORMAL","N/A","1","N/A","NONE",76.96,37.32,48.86,16.24,28.13,14.74,"LOCAL CAMPANIEN","0-10%","CORTEX",66,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"A1",146,"MEDFLAKE","0%","BLADE","LIGHTPATINA","EXT/INT",48,NA,NA,NA,NA,"LAME","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",10,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"A1",147,"MEDFLAKE","40-60%","NORMAL","LIGHTPATINA","INTERIOR",48,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",10,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"A1",148,"SHATTER","-1",NA,"BURNED","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A",NA,0,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"A1",149,"PROXFLAKE","1-10%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"DIHEDRAL","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,43.8,15.86,"LOCAL CAMPANIEN","0-10%","CORTEX",34,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"A1",150,"COMPFLAKE","60-90%","NORMAL","LIGHTPATINA","EXTERIOR",48,NA,NA,"LRG PLAIN","NONE","NORMAL","PLAIN",NA,NA,NA,47.23,36.8,42.19,13.31,36.23,20.14,"LOCAL CAMPANIEN","60-90%","CORTEX",34,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"A1",151,"COMPFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,33.93,37.45,37.46,10.18,11.32,4,"EXOTIC","0-10%","N/A",8,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"A1",152,"COMPTOOL","10-40%","NORMAL","LIGHTPATINA","NONE",10,NA,NA,"LRG CORT","TRIM","NORMAL","BI-","1","DEMI -Q","NONE",70.23,65.67,69.21,17.37,34.08,17.9,"LOCAL CAMPANIEN","10-40%","CORTEX",114,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"A1",153,"COMPFLAKE","40-60%","NORMAL","LIGHTPATINA","EXTERIOR",48,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A","1","LIGHT","NONE",61.55,34.48,33.98,9.91,12.36,5.71,"LOCAL CAMPANIEN","40-60%","CORTEX",23,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"A1",154,"CORE","1-10%","NORMAL","HEAVY PATINA","N/A",48,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,49.91,0,43.85,15.87,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",28,NA,0,"NO",NA,"INFORME","FLAKE",95,1,0,"MULTIFACE",32.87,31.32
155,"A1",155,"COMPFLAKE","0%","OTHER","HEAVY PATINA","INTERIOR",48,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",17,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"A1",156,"COMPTOOL","60-90%","NORMAL","HEAVY PATINA","EXTERIOR",43,NA,NA,"DIHEDRAL","NONE","NORMAL","N/A","1","N/A","NONE",59.04,34.93,46.95,14.75,30.51,6.12,"LOCAL CAMPANIEN","60-90%","CORTEX",46,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"A1",157,"COMPFLAKE","1-10%","NORMAL","HEAVY PATINA","EXTERIOR",38,NA,NA,"LRG PLAIN","NONE","NORMAL","PLAIN",NA,NA,NA,40.7,35.9,36.3,8.5,28.7,9.6,"LOCAL CAMPANIEN","0-10%","CORTEX",17,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"A1",158,"CORE","1-10%","LEVAL","HEAVY PATINA","N/A",NA,NA,NA,NA,NA,"N/A","RADIAL",NA,NA,NA,48.81,0,43.12,23.02,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",48,"NORMAL",0,"NO",NA,"LEVALLOIS","ROGNON",75,3,0,"MULTIFACE",15.65,25.42
159,"A1",159,"SHATTER","90-99%",NA,"OTHER","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",16,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"A1",160,"COMPFLAKE","10-40%","NORMAL","HEAVY PATINA","INTERIOR",48,NA,NA,NA,NA,"NORMAL","PLAIN",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",14,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"A1",161,"COMPTOOL","1-10%","NORMAL","HEAVY PATINA","INTERIOR",42,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD","1","NORMAL","NONE",55.32,26.26,35.73,6.36,18.58,6.73,"LOCAL CAMPANIEN","0-10%","CORTEX",15,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
162,"A1",162,"COMPFLAKE","40-60%","NORMAL","LIGHTPATINA","EXT/INT",48,NA,NA,"LRG PLAIN","NONE","NORMAL","BI-",NA,NA,NA,45.49,34.96,45.14,15.62,23.53,10.76,"LOCAL CAMPANIEN","40-60%","CORTEX",26,"NORMAL",0,"NO",80,NA,NA,NA,NA,NA,NA,NA,NA
163,"A1",163,"COMPFLAKE","1-10%","NORMAL","LIGHTPATINA","EXTERIOR",48,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,40.61,21.35,23.24,7.36,12.15,5.99,"LOCAL CAMPANIEN","0-10%","CORTEX",10,"NORMAL",0,"NO",74,NA,NA,NA,NA,NA,NA,NA,NA
164,"A1",164,"MEDFLAKE","90-99%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","PLAIN",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",28,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"A1",165,"COMPFLAKE","1-10%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","RADIAL",NA,NA,NA,88.69,51.14,53.56,25.83,21.9,11.96,"LOCAL CAMPANIEN","0-10%","CORTEX",130,"NORMAL",0,"NO",74,NA,NA,NA,NA,NA,NA,NA,NA
166,"A1",166,"MED TOOL","10-40%","NORMAL","LIGHTPATINA","EXTERIOR",10,"38",NA,NA,NA,"NORMAL","N/A","1","NORMAL","NONE",0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",49,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"A1",167,"COMPTOOL","10-40%","NORMAL","HEAVY PATINA","NONE",23,NA,NA,"LRG PLAIN","NONE","NORMAL","RADIAL","1","NORMAL","NONE",63.45,40.03,41.04,13,14.08,6.24,"LOCAL CAMPANIEN","10-40%","CORTEX",40,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"A1",168,"DISTFLAKE","1-10%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",6,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"A1",169,"COMPFLAKE","0%","NORMAL","LIGHTPATINA","EXTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,57.96,30.7,37.19,14.73,37.1,12.36,"LOCAL CAMPANIEN","0-10%","N/A",34,"CLACTONIAN",0,"NO",53,NA,NA,NA,NA,NA,NA,NA,NA
